Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Core_Communication,Core_Teamwork,Core_ProblemSolving,Core_Adaptability,Core_TimeManagement,Core_Initiative,Core_Accountability,Core_LearningAgility,Dept_Comp1,Dept_Comp2,Dept_Comp3,Role_Comp1,Role_Comp2,PerformanceScore,CORE_COMM_01,CORE_COMM_02,CORE_COMM_03,CORE_COMM_04,CORE_TEAM_01,CORE_TEAM_02,CORE_TEAM_03,CORE_TEAM_04,CORE_PROB_01,CORE_PROB_02,CORE_PROB_03,CORE_PROB_04,CORE_ADAPT_01,CORE_ADAPT_02,CORE_ADAPT_03,CORE_ADAPT_04,CORE_TIME_01,CORE_TIME_02,CORE_TIME_03,CORE_TIME_04,CORE_INIT_01,CORE_INIT_02,CORE_INIT_03,CORE_INIT_04,CORE_ACCT_01,CORE_ACCT_02,CORE_ACCT_03,CORE_ACCT_04,CORE_LEARN_01,CORE_LEARN_02,CORE_LEARN_03,CORE_LEARN_04,DEPT_COMP1_01,DEPT_COMP1_02,DEPT_COMP1_03,DEPT_COMP2_01,DEPT_COMP2_02,DEPT_COMP2_03,DEPT_COMP3_01,DEPT_COMP3_02,DEPT_COMP3_03,ROLE_COMP1_01,ROLE_COMP1_02,ROLE_COMP1_03,ROLE_COMP2_01,ROLE_COMP2_02,ROLE_COMP2_03
41,No,Travel_Rarely,Human Resources,4,Life Sciences,1,Male,HR Specialist,1,Married,3,14,7,2,1,1.26,2.42,3.23,3.16,1.0,1.8,3.23,3.03,3.81,2.03,3.0,2.59,3.63,36.62,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
38,Yes,Travel_Rarely,Human Resources,3,Computer Science,3,Male,HR Specialist,2,Divorced,3,15,9,5,4,2.65,2.76,3.2,2.94,2.64,2.92,2.4,3.0,3.33,4.0,3.39,2.1,2.91,56.28,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
46,No,Travel_Rarely,Human Resources,3,Technical Degree,1,Male,HR Specialist,1,Single,3,17,6,3,2,1.91,2.87,1.77,2.59,2.38,3.18,2.55,2.7,2.77,3.37,2.76,3.25,3.58,39.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
44,No,Travel_Rarely,Human Resources,4,Life Sciences,2,Male,HR Specialist,3,Single,2,18,8,3,2,2.24,3.43,3.54,3.12,4.0,3.43,3.28,4.0,2.58,3.97,2.63,3.07,2.46,61.83,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
35,No,Travel_Rarely,Human Resources,4,Life Sciences,3,Male,HR Specialist,3,Married,3,10,8,6,5,4.0,3.77,2.8,2.15,3.65,3.03,2.34,3.53,4.0,1.78,3.24,2.7,3.24,62.53,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
38,No,Travel_Rarely,Human Resources,1,Life Sciences,3,Female,HR Specialist,4,Married,3,11,9,7,6,3.16,2.69,3.93,2.17,1.81,3.95,2.36,3.36,3.62,2.88,2.65,3.18,2.83,64.66,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
42,No,Travel_Rarely,Human Resources,1,Marketing,3,Female,HR Specialist,3,Divorced,3,16,14,7,6,2.87,3.46,3.61,2.98,2.85,2.14,3.6,3.41,3.67,3.74,3.31,2.29,1.89,64.1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
24,No,No_Travel,Human Resources,4,Marketing ,1,Male,HR Specialist,3,Single,4,9,5,4,5,2.71,3.22,3.83,1.82,3.75,2.29,3.81,1.75,2.67,2.6,2.2,2.1,3.62,47.42,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
24,No,Travel_Frequently,Human Resources,3,Medical,1,Male,HR Specialist,1,Married,3,1,0,0,0,1.64,2.81,2.1,1.75,2.5,3.23,2.82,2.51,2.26,1.0,3.43,3.42,2.94,30.06,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
37,No,Travel_Frequently,Human Resources,2,Life Sciences,1,Female,HR Specialist,1,Married,3,9,3,1,0,1.44,2.03,2.49,2.36,2.77,1.47,1.75,1.88,1.42,3.85,2.5,2.98,3.2,28.67,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
20,No,Travel_Rarely,Human Resources,1,Computer Science,4,Male,HR Specialist,3,Married,4,1,0,0,0,4.0,3.3,4.0,3.11,1.95,3.71,3.08,2.03,2.74,3.2,3.18,3.09,3.65,64.17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
25,No,Travel_Frequently,Human Resources,3,Information Systems,3,Male,HR Specialist,4,Married,3,1,0,0,0,2.44,3.22,3.3,3.65,2.61,2.54,3.9,3.44,4.0,2.18,3.46,3.51,2.66,63.97,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
18,No,Travel_Rarely,Human Resources,1,Medical,3,Prefer Not To Say,HR Specialist,4,Married,3,0,0,0,0,2.7,4.0,4.0,2.99,2.11,2.09,3.36,3.98,2.12,2.99,2.27,3.82,3.18,61.77,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
42,No,Travel_Rarely,Human Resources,5,Information Systems,1,Male,HR Specialist,1,Married,4,14,8,6,3,3.11,3.25,3.24,1.56,2.33,2.14,1.79,1.99,2.68,1.69,1.0,3.06,2.91,31.96,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
43,No,No_Travel,Human Resources,3,Marketing,3,Male,HR Specialist,4,Divorced,3,15,6,2,1,3.48,4.0,3.62,1.0,2.27,2.09,3.57,3.42,2.51,3.08,1.77,2.53,2.62,60.23,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
18,Yes,Travel_Frequently,Human Resources,3,Marketing,3,Female,HR Specialist,2,Married,1,0,0,0,0,2.34,1.93,3.57,2.79,3.58,2.82,1.79,4.0,3.53,2.72,2.62,2.53,4.0,51.3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
42,Yes,Travel_Rarely,Human Resources,4,Medical,3,Male,HR Specialist,3,Divorced,3,16,8,4,3,2.63,2.93,3.92,3.19,3.09,3.31,3.6,2.61,3.06,3.6,2.16,3.81,3.41,65.09,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
26,No,Travel_Rarely,Human Resources,2,Marketing,2,Female,HR Specialist,3,Single,3,3,2,1,0,3.46,3.23,4.0,1.89,4.0,2.52,4.0,3.16,1.0,3.01,3.14,2.84,2.66,53.34,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
43,No,Travel_Rarely,Human Resources,3,Other,1,Female,HR Specialist,1,Single,4,15,9,6,5,3.3,2.29,1.72,2.24,2.75,2.75,2.22,2.37,3.2,1.48,2.88,2.11,1.82,32.99,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
32,No,Travel_Rarely,Human Resources,2,Marketing,2,Male,HR Specialist,4,Married,3,6,5,2,1,3.08,3.29,3.05,4.0,3.09,4.0,3.4,2.81,2.94,3.75,2.85,1.8,3.34,62.52,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
24,Yes,Travel_Rarely,Human Resources,3,Economics,3,Female,HR Specialist,4,Single,4,2,1,0,0,3.15,2.89,3.77,3.8,2.81,2.96,1.79,3.06,4.0,4.0,4.0,3.43,3.49,67.76,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
40,No,Travel_Rarely,Human Resources,1,Medical,4,Female,HR Specialist,4,Single,3,16,9,6,4,2.81,4.0,3.98,3.22,3.55,2.59,2.92,2.89,2.29,2.94,4.0,3.29,2.73,73.65,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
30,No,No_Travel,Human Resources,3,Other,3,Male,HR Specialist,3,Single,4,6,3,1,0,2.86,3.49,3.36,3.54,3.86,2.99,2.39,2.69,2.09,1.67,2.99,3.27,3.16,57.4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
36,No,Travel_Rarely,Human Resources,3,Life Sciences,4,Male,HR Specialist,4,Married,3,16,15,13,11,3.79,1.51,3.92,4.0,4.0,3.92,3.61,4.0,4.0,3.28,2.73,3.96,3.97,83.99,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
35,No,Travel_Rarely,Human Resources,4,Life Sciences,3,Non-Binary,HR Specialist,1,Divorced,2,11,5,3,2,3.35,4.0,4.0,3.24,2.52,2.82,3.31,1.7,3.06,4.0,3.38,2.98,3.83,56.53,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
32,No,Travel_Rarely,Human Resources,4,Information Systems,3,Male,HR Specialist,4,Divorced,1,8,6,3,1,3.65,2.3,2.26,3.71,3.28,3.05,3.46,3.09,4.0,3.49,2.55,3.27,3.46,67.58,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
48,Yes,Travel_Rarely,Human Resources,4,Computer Science,3,Male,HR Specialist,3,Divorced,3,20,8,4,3,2.66,2.14,3.74,3.39,3.1,2.08,4.0,3.46,2.27,1.34,3.12,2.1,4.0,59.84,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
27,Yes,Travel_Frequently,Human Resources,3,Marketing,4,Female,HR Specialist,1,Single,3,11,7,0,6,2.8,3.1,2.08,2.78,3.52,2.16,4.0,2.58,3.59,3.2,3.32,2.89,3.01,56.03,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
42,No,No_Travel,Human Resources,2,Computer Science,3,Male,HR Specialist,2,Single,2,13,7,2,1,3.3,2.39,2.68,1.54,2.85,3.14,4.0,2.24,3.1,2.86,2.93,3.78,2.38,53.54,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
19,No,Travel_Rarely,Human Resources,1,Marketing ,1,Male,HR Specialist,1,Single,4,4,1,0,1,3.02,2.38,3.22,3.03,1.83,1.65,2.9,2.39,3.28,2.82,1.83,2.57,3.41,33.8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
26,No,Travel_Frequently,Human Resources,4,Marketing,4,Male,HR Specialist,3,Married,2,3,1,0,0,2.53,3.4,4.0,2.51,2.94,3.09,3.13,3.46,2.3,2.27,2.86,2.88,3.62,61.55,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
18,Yes,Travel_Rarely,Human Resources,3,Computer Science,4,Female,HR Specialist,3,Divorced,4,0,0,0,0,3.08,3.65,3.07,3.27,3.59,2.98,4.0,3.11,4.0,3.26,2.51,3.9,2.75,67.25,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
56,Yes,Travel_Rarely,Human Resources,2,Life Sciences,1,Male,HR Specialist,4,Single,3,5,4,2,0,3.48,3.42,3.81,3.37,2.79,2.06,2.51,2.82,2.77,3.54,3.8,1.12,3.31,53.96,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
42,No,Travel_Rarely,Human Resources,1,Computer Science,4,Male,HR Specialist,4,Divorced,2,18,7,4,3,3.3,4.0,3.61,3.34,2.8,3.4,2.52,2.4,2.08,3.04,4.0,2.8,3.31,72.56,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
40,No,Travel_Rarely,Human Resources,3,Marketing,2,Female,HR Specialist,2,Single,4,13,9,6,3,3.1,3.41,3.27,2.1,2.18,2.62,2.21,3.57,3.45,2.38,2.9,3.1,1.56,48.1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
37,No,Travel_Frequently,Human Resources,1,Information Systems,2,Female,HR Specialist,2,Divorced,3,14,11,5,4,1.43,3.17,2.23,3.03,1.56,3.42,2.02,2.3,2.2,3.11,2.91,3.23,4.0,46.63,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
22,No,Travel_Rarely,Human Resources,3,Marketing ,4,Female,HR Specialist,2,Single,3,4,1,0,0,3.57,3.65,3.51,3.63,4.0,3.07,2.31,2.78,3.04,3.55,3.84,4.0,2.79,64.89,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
32,No,Travel_Rarely,Human Resources,2,Life Sciences,3,Female,HR Specialist,4,Single,3,10,7,7,7,4.0,2.91,3.25,3.46,2.81,1.72,2.73,2.82,2.1,3.67,3.99,3.1,3.91,67.11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
27,No,Travel_Rarely,Human Resources,2,Medical,4,Female,HR Specialist,4,Single,4,4,2,0,0,3.74,3.65,3.31,3.8,3.3,3.49,3.18,3.32,3.14,3.51,4.0,4.0,3.23,76.34,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
18,No,Travel_Rarely,Human Resources,2,Other,2,Female,HR Specialist,4,Single,1,0,0,0,0,4.0,2.87,2.44,2.83,1.46,3.58,3.16,3.18,3.06,2.3,2.96,2.36,2.76,53.53,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
24,No,Travel_Rarely,Human Resources,2,Life Sciences,3,Male,HR Specialist,2,Married,2,1,0,0,0,1.96,2.65,3.61,3.05,2.61,2.21,2.63,4.0,2.85,3.39,3.29,2.87,3.77,52.53,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
21,No,Travel_Rarely,Human Resources,3,Information Systems,2,Male,HR Specialist,4,Married,4,0,0,0,0,1.88,1.86,3.52,3.07,4.0,3.5,3.04,4.0,2.23,1.94,2.68,3.81,2.23,54.76,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
18,Yes,No_Travel,Human Resources,3,Life Sciences,3,Male,HR Specialist,4,Single,3,0,0,0,0,2.13,3.57,3.97,2.91,2.6,4.0,3.18,3.88,3.45,2.81,2.47,3.35,2.18,63.14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
40,No,Travel_Rarely,Human Resources,2,Marketing,2,Female,HR Specialist,1,Married,3,14,11,5,3,1.94,3.51,2.81,1.18,1.72,3.19,1.7,1.8,2.43,2.53,2.35,1.71,2.19,33.87,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
18,No,No_Travel,Human Resources,4,Medical,2,Female,HR Specialist,3,Married,3,0,0,0,0,2.22,3.36,3.9,4.0,3.04,3.36,3.43,2.05,2.6,3.69,2.98,2.67,1.99,52.95,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
49,Yes,No_Travel,Human Resources,2,Medical,3,Male,HR Specialist,1,Married,3,21,8,5,3,2.52,1.71,3.71,3.4,2.0,3.53,2.86,2.45,4.0,2.06,3.06,1.76,1.95,48.13,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
33,No,Travel_Frequently,Human Resources,4,Other,4,Female,HR Specialist,2,Single,3,7,3,2,1,4.0,3.2,4.0,2.25,2.98,3.45,2.6,2.89,3.46,2.58,2.9,2.96,3.6,61.6,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
40,No,Travel_Rarely,Human Resources,5,Life Sciences,4,Female,HR Specialist,3,Single,4,13,10,6,4,2.6,1.9,3.97,4.0,3.77,2.38,3.74,3.0,3.09,3.19,2.57,2.81,4.0,68.74,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
41,No,Travel_Rarely,Human Resources,4,Medical,2,Male,HR Specialist,3,Divorced,3,12,8,3,2,1.96,2.55,2.95,2.45,3.38,3.1,2.76,3.1,2.28,2.65,3.1,1.77,1.46,47.98,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
41,No,Travel_Rarely,Human Resources,3,Medical,4,Male,HR Specialist,2,Single,3,8,5,4,2,3.07,3.47,2.59,2.25,3.44,3.25,1.94,3.01,3.9,2.3,1.97,2.97,3.73,57.75,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
32,No,Travel_Frequently,Human Resources,4,Information Systems,3,Female,HR Specialist,2,Married,4,6,4,1,0,3.34,3.03,3.65,2.13,3.77,2.49,3.22,1.91,3.47,1.78,2.52,2.65,3.25,51.61,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
37,No,Travel_Rarely,Human Resources,3,Medical,1,Male,HR Specialist,4,Married,3,10,10,8,7,2.29,3.4,3.63,2.74,2.98,1.86,1.73,3.72,3.68,3.74,3.75,3.39,4.0,60.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
40,No,Travel_Rarely,Human Resources,3,Medical,2,Female,HR Specialist,3,Married,3,20,1,0,0,2.2,2.58,3.68,3.54,2.33,2.89,2.27,2.9,3.71,4.0,3.85,3.31,2.62,57.92,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24,No,No_Travel,Human Resources,3,Economics,1,Male,HR Specialist,2,Divorced,3,4,4,2,2,3.23,3.03,3.0,3.3,2.83,1.84,2.63,2.62,2.56,1.51,2.31,2.65,3.1,39.08,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
41,No,Travel_Frequently,Human Resources,3,Medical,4,Male,HR Specialist,4,Divorced,3,14,10,6,4,3.84,4.0,3.21,3.77,3.3,1.41,3.05,3.3,2.31,3.47,2.87,3.15,3.58,73.48,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
36,No,No_Travel,Human Resources,3,Medical,3,Female,HR Specialist,4,Married,4,10,6,3,2,3.42,2.45,3.29,3.54,2.61,1.88,3.37,3.73,3.82,2.05,2.37,4.0,2.85,64.65,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
33,No,Travel_Rarely,Human Resources,2,Medical,2,Female,HR Specialist,4,Married,3,10,9,7,1,2.54,1.92,3.7,3.13,3.22,3.01,2.97,3.91,3.48,4.0,2.93,3.92,2.5,64.12,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
32,No,Travel_Rarely,Human Resources,4,Life Sciences,4,Male,HR Specialist,4,Single,3,8,1,0,0,2.43,3.33,3.66,3.71,3.72,3.67,3.33,2.59,3.58,2.77,3.47,4.0,3.11,73.44,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
46,No,Travel_Rarely,Human Resources,4,Computer Science,1,Male,HR Specialist,2,Divorced,3,9,8,8,8,3.09,1.88,1.89,2.43,2.46,2.07,3.74,3.22,3.35,3.23,3.09,2.78,1.97,42.44,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
30,No,No_Travel,Human Resources,1,Other,1,Male,HR Specialist,2,Married,2,6,3,2,1,3.16,2.8,2.36,3.11,2.67,2.28,1.87,2.11,3.15,3.08,2.67,2.4,3.79,40.57,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
36,No,Travel_Rarely,Human Resources,1,Medical,4,Female,HR Specialist,1,Married,3,10,5,2,1,3.02,3.02,3.22,3.81,2.71,2.47,3.55,2.89,2.98,3.59,4.0,3.01,4.0,60.47,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
34,No,Travel_Rarely,Human Resources,2,Information Systems,2,Male,HR Specialist,2,Single,3,8,5,3,1,2.49,2.91,2.45,2.38,1.73,2.71,2.54,2.01,1.72,2.82,1.72,3.51,2.7,39.73,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
33,Yes,Travel_Frequently,Human Resources,4,Marketing,2,Female,HR Specialist,3,Divorced,2,8,5,2,1,4.0,3.09,3.33,3.4,1.95,1.64,2.29,3.45,3.67,3.43,3.4,3.32,2.72,56.11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
29,No,Travel_Rarely,Human Resources,5,Marketing,2,Female,HR Specialist,3,Single,2,5,4,2,1,4.0,2.86,3.73,3.63,3.85,2.15,2.96,3.72,3.5,2.6,2.69,3.51,3.01,59.25,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
